egrt,surname,first_name,id,simon_id,first_name_alt,surname_alt,date_of_birth,date_of_death,active_beginning,active_ending,guild,occupation_rank_1,occupation_rank_2,occupation_rank_3,occupation_rank_4,books_owned_by,made_instruments_for,made_instruments_designed_by,owned_instruments_by,supplied_instruments_to,used_instruments_by,published_books_by,edited_work_by,wrote_treatise_on_instrument_by,sold_books_by,sold_map_by,published_map_by,translated_books_by,worked_with,partnership_with,studied_with,friend_of,associated_with,visited,see_also,designed_instruments_for,sold_instruments_by,demonstrated_instruments_to,observed_experiment_by,conducted_experiment_with,tested_instruments_by,improved_instruments_designed_by,modified_instrument_by,copied_instrument_by,advertised_by,succeeded_by,son_of,brother_of,nephew_of,apprentice_of,pupil_of,patron_of,relation_of,son_in_law_of,shared_premises_with,lodged_with,referenced_by,recommended_by,disputed_with,rival_of,employed_by,pract_identity,group_id
208.0,Wood,Robert,93B648B6,,,,1622,1685,,,,Mathematical Practitioner,,,,,,,,,,,,,,,,15A821CA,,,15A821CA,,2A054809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood Robert 93B648B6 1622 1685,0
209.0,Childrey,Joshua,91E2BA2F,,,,1623,1670,,,,Mathematical Practitioner,Schoolmaster,Author,,,,,,,,,,,,,,,,,,EAC9C746,CD4FAB5F; 9E3995A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Childrey Joshua 91E2BA2F 1623 1670,0
210.0,Coggeshall,Henry,8C15E125,,,,1623,1690,,,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5135F3BF,,,,,,,,,,,,2C81056A,,,,,Coggeshall Henry 8C15E125 1623 1690,0
211.0,Martindale,Adam,AF2A48BB,,,,1623,1686,,,,Mathematical Practitioner,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martindale Adam AF2A48BB 1623 1686,0
212.0,Power,Henry,FF0D3115,,,,1623,1668,,,,Philosopher,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,30927975; EE2D6553,,,,,,,,,,,,,,,,,,,,,,,,D2598F9E,,,,,Power Henry FF0D3115 1623 1668,0
213.0,Ratcliff,Thomas,0CA6F005,,,,,,1644,1684,,Navigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ratcliff Thomas 0CA6F005 nan nan,0
214.1,Spong,John,D2598F9E,,,,1623,,1668,,,Mathematical Practitioner,,,,,,,,,,,,,,,,,FF0D3115 [possibly],,,,A594A6D9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spong John D2598F9E 1623 nan,0
214.2,Washington,Abraham,7B9DCD26,120,,,,,1644,,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington Abraham 7B9DCD26 nan nan,0
215.0,Collins,John,6D215B3E,,,,1625,1683,,,,Mathematician,,,,,,,,,,,,,,,,,,,,9BD25FEB; 16C51BFA,,,,,,,,,,,,,,,,,,,7E0DD0BA,,,,,,,069FF12A,,,7E0DD0BA,Collins John 6D215B3E 1625 1683,0
216.0,Comberford,Nicholas,09563F97,,,,,,1646,1666,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,,,,,31189A48 [possibly],,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comberford Nicholas 09563F97 nan nan,0
217.0,Flower,W.,01EC04A2,117,,,,,1646,,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B608775A (possibly),,,,,,,,,,CAD7381D; 947E08E8,02FBE4D6,,,,,Flower W. 01EC04A2 nan nan,0
218.0,Greatorex,Ralph,A594A6D9,116,,,1625,1712,,,,Mathematical Instrument maker,,,,,,,,,,,,,88DC928F,,,,F876794F; A5721925,,,15A821CA,,,,,88DC928F,,,,,,,,,,,,,E39AF204,,,,,,,,,,,,Greatorex Ralph A594A6D9 1625 1712,0
219.0,Morland,Samuel,08FE9AE2,,,,1625,1696,,,,Engineer,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0691CBD5,,,,,,,,,,,C6A0949E,,2A054809,,,Morland Samuel 08FE9AE2 1625 1696,21
220.0,Clerke,Gilbert,4233224A,,,,1626,1697(?),,,,Teacher,Diallist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clerke Gilbert 4233224A 1626 1697(?),0
221.0,Hubbard,Benjamin,71153586,,,,,,1647,1656,,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hubbard Benjamin 71153586 nan nan,0
222.0,Leybourne,William,D226C5D0,,,,1626,1716,,,,Mathematical Practitioner,Author,Surveyor,,,,,,,,96E2C387; 7B441220; AB737C5F,,,,,,,,,,14A60FA0; 4C2EB09C; C5F12060; C8FFB168; 78E82499,2A054809,,,,,,,,,,,,,,,,,,,,,,,,,,,,8AB47545,Leybourne William D226C5D0 1626 1716,22
223.0,Moxon,James (Jr. & Sr.),F92A6229,4305 [?],,,,,1647,1696,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8352B776,,,,,,,,,,,,,F794316D,Moxon James (Jr. & Sr.) F92A6229 nan nan,0
224.0,Brown,John,9F4A0E80,115,,,,,1648,1695,,Mathematical Instrument maker,Author,,,,,,,,,,,,,,,,,,,,E7468A32; CB9CD004,,,,,,,,,,,,,,466F790E,,,,,,,,,,E5FFD65F,E5FFD65F,,,,Brown John 9F4A0E80 nan nan,6
225.0,Brush,Thomas,FE2F15DB,,,,,,1643,1656,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brush Thomas FE2F15DB nan nan,0
226.0,Bulmer,John,77409CA7,,,,,,1648,1658,,Engineer,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulmer John 77409CA7 nan nan,0
227.0,Moore,Jonas,F876794F,,,,1627,1679,,,,Teacher,Author,Surveyor,,D6D298B5,,,,,,,,,,,,,A594A6D9,,,,15A821CA; 30927975; CD15AEF6; 97587E93; 3E88C3B5,,,,,,,,,,,,,,,,,,,,,,,E39AF204,,9E3995A6,,,,Moore Jonas F876794F 1627 1679,0
228.0,Moxon,Joseph,8352B776,127,,,1627,1700(?),,,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,,EBC43A0B,,,,,,,,,,,,,,,,,,,,,,,,,,,EAC9C746,,,,,Moxon Joseph 8352B776 1627 1700(?),0
229.0,Phillippes,Henry,A4D6F120,,,,,,1648,1677,,Teacher,Author,,,,,,,,,,BF2AA502,,,,,,7E0DD0BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,D226C5D0,,,,,Phillippes Henry A4D6F120 nan nan,0
230.0,Brookes,Christopher,88DC928F,126,,,,,1649,1651,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,1F967A6B,,,,,,,,,,,,,,,,,,,,,15A821CA,,,,,,,,Brookes Christopher 88DC928F nan nan,0
231.0,Halton,Imanuel,7B441220,,,,1628,1699,,,,Dialist,Mathematician,,,,,,,,,,,,,,,,,,,D226C5D0,97587E93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halton Imanuel 7B441220 1628 1699,0
232.0,Holwell,John,529DDB0D,,,,,,1649,1696,,Astrologer,Diallist,Surveyor,Teacher,,,,,,,,,,,,,,,,,3E88C3B5,D226C5D0; 7E0DD0BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holwell John 529DDB0D nan nan,23
233.0,Shakerley,Jeremy,CD15AEF6,,,,,,1640,1653,,Astronomer,Author,,,,,,,,,,,,,,,,,,,AEE94D08; 14A60FA0; D226C5D0,F876794F,,,,,,,,,,,,,,,,,,,,,,,,,,14A60FA0; D226C5D0,,,Shakerley Jeremy CD15AEF6 nan nan,0
234.1,Billingsley,Robert,5631E8A3,,,,,,1649,1655,,Astrologer,Teacher,,,,,,,,,,,,,,,,,,,14A60FA0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Billingsley Robert 5631E8A3 nan nan,0
234.2,B,P,A951D4FD,,,,,,1650,,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B P A951D4FD nan nan,0
235.0,Persall,William,BB062703,,,Pearsall,,,1641,1667,,Author,Royal Society Fellow,Experimentalist,,,,,,,,,,,,,,,,,,,6D215B3E,,,,,,,,,,,,,,,,,,,,,,,,F876794F,,,,,Persall William BB062703 nan nan,0
236.0,Chatfield,John,C675DA52,5746,,,,,1650,,,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chatfield John C675DA52 nan nan,0
237.0,Flower,Christopher,CAD7381D,125,,,,,1650,,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,,,,,,,01EC04A2,,,,,,,,,,,,,,,,,,,,,,,440C0FFD,,,,Flower Christopher CAD7381D nan nan,0
238.0,Herne,John (snr.),EF106925,6906,,,,,1650,1678,,Surveyor,Diallist,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herne John (snr.) EF106925 nan nan,24
239.0,Leake,John,A5721925,,,,,,1650,1686,,Mathematical Practitioner,Surveyor,,,,,,,,,,,,,,,,,,,,9F4A0E80,,C5F12060,,,,C49CB32A,,,,,,,99177FF4,,,,,,,,,,,8352B776; C6A0949E; F876794F;,,,,,Leake John A5721925 nan nan,0
240.0,Leake,Richard,79560C2C,,,,1629,1696,,,,Surveyor,Gunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leake Richard 79560C2C 1629 1696,1
241.0,Millet,Nicholas,F5E118F4,,,,,,1650,1670,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E4CE98D5,,,,,E4CE98D5; 6D8C5EFE,,,,,Millet Nicholas F5E118F4 nan nan,0
242.0,Morden,Robert,8AB47545,129,,,,,1650,1703,,Globe-maker,Mathematical practitioner,,,,,,,,,C49CB32A,,,,8EA64D1F,,,81A8E1DF,57F6F09D,,C49CB32A,,,,,,,C49CB32A,,,,,,,,,,,,,,,,,,,,,,,Morden Robert 8AB47545 nan nan,0
243.0,Read,John (Jnr.),E5EB47C0,121,,,,,1650,,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307B99DC,,,,,,,,,Read John (Jnr.) E5EB47C0 nan nan,0
244.0,Taylor,John,1388CAD3,,,,,,1650,1701,,Astrologer,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taylor John 1388CAD3 nan nan,0
245.0,Hewlett,John,3F3A434D,,,,,,1651,1681,,Teacher,Diallist,,,,,,,,,,,,,,,,42AB8E54,,,42AB8E54,,,,,,,,,,,,,,,,,,,,,,,,,42AB8E54,,,,,Hewlett John 3F3A434D nan nan,0
246.0,Rowley,John,C7BD5CC1,,,,1630,,1665,,,Mathematical Practitioner,Astrologer,,,,,,,,,,,,,,,,,,,,14A60FA0; 16C51BFA [possibly],,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowley John C7BD5CC1 1630 nan,25
247.0,Sandford,Francis,2070758A,,,,1630,1694,,,,Mathematical Practitioner,Surveyor,,,,,,,,,,,,,,,,,,,,B5AA83D3,,42AB8E54,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandford Francis 2070758A 1630 1694,0
248.0,Stirrup,Thomas,8967C2DC,242,,,,,1651,1659,,Diallist,Teacher(?),,,,,,,,,,,,,,,,,,,,,,85318186,,,,,,,,,,,,,,,,,,,,,,,,,,,Stirrup Thomas 8967C2DC nan nan,0
249.0,Ward,John,9ED5C71E,,,,,,1650,,,Surveyor,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ward John 9ED5C71E nan nan,18
250.0,Bloxham,Richard,097BC7C3,123,,,,,1651,,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloxham Richard 097BC7C3 nan nan,0
251.0,Hayes,Walter,CB9CD004,122,,,,,1651,1692,,Mathematical Instrument maker,,,,,46DBD25B,440C0FFD; D226C5D0; C6A0949E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8FFB168,,,,Hayes Walter CB9CD004 nan nan,0
252.0,Corss,James,9D07C3FA,1947,,Corsse,,,1652,1694,,Mathematical Practitioner,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E045341F,,,,,,,,,,,Corss James 9D07C3FA nan nan,0
253.0,Sliter,Robert,572FBD7F,,,,,,1652,1677,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sliter Robert 572FBD7F nan nan,0
254.0,Sugar,John,EBC43A0B,131,,,,,1645,1653,,Globe-maker,Mathematical Instrument maker,,,,,,,,,,,,,,,,,8352B776,,,,,,,,,,,,,,,,,,,,,,,,,,,6D8C5EFE,,,,,Sugar John EBC43A0B nan nan,0
255.0,Atkinson,John,69E7F901,132,,,,1673,,,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atkinson John 69E7F901 nan 1673,0
256.0,Coulton,John,9A52B381,,,,,,1653,1654,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coulton John 9A52B381 nan nan,26
257.0,Osborne,Henry,AEE94D08,,,Osburn,,,1653,1686,,Astronomer,Mathematician,,,,,,,,,,,,,,,,,,,CD15AEF6; 2A054809,,,,,,,,,,,,,,,,,,,,,,,,,3E88C3B5,,,,,Osborne Henry AEE94D08 nan nan,27
258.0,Pigot,Francis,E15BFC87,,,,,,1653,1666,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pigot Francis E15BFC87 nan nan,0
259.0,Sutton,William,758DACE0,448,,,,,1653,1663,,Mathematical Instrument maker (?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E7468A32,,,,,,,,,Sutton William 758DACE0 nan nan,28
260.0,Wren,Christopher,34241F0F,,,,1632,1723,,,,Mathematical Instrument maker,Surveyor,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,1F967A6B; 2A054809,F59E2CBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wren Christopher 34241F0F 1632 1723,0
261.0,Bradford,John,95030EA2,134,,,,,1654,,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,D3CFF6B9,,,,,,,,,,,,,,,,,,,,,,,,,,,Bradford John 95030EA2 nan nan,0
262.0,Coley,Henry,05885B4B,,,,1633,1707,,,,Astrologer,School-Founder,Author,,,,,,,,,,,,,,,,,,89CC0754,,,,,,,,,,,,,89CC0754,,,,,,,,,,,,,,,,,Coley Henry 05885B4B 1633 1707,0
263.0,Eyre,John,0E0E8916,,,,,,1654,,,Mathematical Practitioner,Author,,,,,,,,,,,,,,,,,,,,CB9CD004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eyre John 0E0E8916 nan nan,0
264.0,Sinclair,George,9E7ECE41,1025,,,,1696,1654,,,Teacher,Experimentalist,Philosopher (chair of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9BD25FEB,,,Sinclair George 9E7ECE41 nan 1696,29
265.0,Sturmy,Samuel,F09C1579,,,,1633,1669,,,,Surveyor,Diallist,Teacher,,,,,,,,,,,,,,,,,,D226C5D0; A4D6F120,5EDC16A2,,,,,,,,,,,,,,,,,,,,,,,,E3F73EF5,,,,,Sturmy Samuel F09C1579 1633 1669,0
266.0,Wynn,Henry,84E713D4,132,,Wynne,,,1654,1709,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,2A054809,E39AF204,,,,,,,,,,,,,,,,,A594A6D9,,,,,,,,77FB7497,,,9BD25FEB,Wynn Henry 84E713D4 nan nan,0
267.0,Gadbury,Timothy,5A46BCD7,,,,,,1656,1661,,Teacher,,,,,,,,,,,,,57052DB4; E4CE98D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gadbury Timothy 5A46BCD7 nan nan,0
268.0,Serle,George,D0CC574B,,,,,,1656,1680,,Mathematical Practitioner,Author,,,,,,,,,,,,,,,,,,,,A5721925; 2A054809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serle George D0CC574B nan nan,0
269.0,Harvey,Thomas,B22DF590,,,,,,1657,1663,,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,6D215B3E; 77FB7497; 16C51BFA,E7468A32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvey Thomas B22DF590 nan nan,0
270.0,Hooke,Robert,2A054809,,,,1636,1703,,,,Mathematical practitioner,,,,,,,,AEE94D08; 999F6511,,,,,,,,,,,,1F967A6B; 34241F0F; 3E88C3B5,,999F6511; EAC9C746; 24CDA736; DE865BBA; AB737C5F; F59E2CBC; CB4409CA; 859852A4; 27B6266D; DC616E27; 8D299394,,,,9E3995A6,,,,A594A6D9,,,,,,,,,,,,,,,,,,,,Hooke Robert 2A054809 1636 1703,0
271.0,Hill,Matthew,ABD20295,,,,,,1658,,,Mathematical practitioner,,,,,,,,,,,,,,,,,A359F057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hill Matthew ABD20295 nan nan,0
272.0,Lyon,John,32C31CA5,,,,,,1658,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lyon John 32C31CA5 nan nan,0
273.0,Seller,John (snr.),E4CE98D5,140,,,,,1658,1698,,Mathematical Instrument Maker,Teacher,Author,,,,,,7A54A59B; D95D3560,,,,,,,,,4EBCA9C4,,,,2A054809,,,,,,,,,,,,,7A54A59B,,,,,,,,,,,,5A46BCD7,,,,Seller John (snr.) E4CE98D5 nan nan,30
274.0,Shortgrave,Richard,9DD2A6EE,141,,,,,1658,1676,,Surveyor,Mathematical Instrument Maker,,,,,,,,,,,,,,,,2A054809; D226C5D0,,,,,,,,,,,,,,,,,0447A901,,,,,,,,,,,,,,,9BD25FEB,Shortgrave Richard 9DD2A6EE nan nan,0
275.0,Bolter,Hugh,DCF61218,142,,,,,1658,1674,,Mathematical Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2A054809,Bolter Hugh DCF61218 nan nan,0
276.0,Burston,John,31189A48,,,,,,1658,1666,,Hydrographer,,,,,,,,,,,,,,,,,,,,,,,09563F97,,,,,,,,,,,,,,,,,,,,,,,,,,,Burston John 31189A48 nan nan,0
277.0,Dansie,John,A571403C,,,Daunsie,,,1658,1670,,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dansie John A571403C nan nan,14
278.0,Jager,Robert,4BAAD057,,,Jagger,,,1658,1660,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jager Robert 4BAAD057 nan nan,0
279.0,Assheton,Richard,9DA43B50,143,,,,,1659,,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assheton Richard 9DA43B50 nan nan,0
280.0,Bernard,Edward,069FF12A,,,,1638,1696,,,,Teacher,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,6D215B3E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernard Edward 069FF12A 1638 1696,0
281.0,Cossinet,Francis,57052DB4,599,,,,,1659,,,Author,,,,,,,,,,5A46BCD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cossinet Francis 57052DB4 nan nan,0
282.0,Gregory,James,9BD25FEB,,,,1638,1675,,,,Teacher,Mathematical Practitioner,,,,,,,,84E713D4; 378D043F,,,,,,,,,,,,6D215B3E,,,,,,,,,,,,,6AB00976,,,,,,,,,,,,,,,,Gregory James 9BD25FEB 1638 1675,0
283.0,Tompion,Thomas,B1DFB24F,144,,,1638,1713,,,,Mathematical practitioner,Mathematical Instrument Maker,,,,,,,2A054809,,,,,,,,,2A054809,,,,,,,,,,C49CB32A,C49CB32A,,,,,,A2D3B276,,,,,,,,,,,,,,,,Tompion Thomas B1DFB24F 1638 1713,0
284.0,Bedford,Hilkiah,DC974BAB,146,,,,,1660,1680,,Mathematical Instrument maker,,,,,,,,,,,,,,,,,6D8C5EFE,,,,,,,,,,,,,,,,15A821CA,,,,,,,,,,,,6D215B3E,,,,9BD25FEB; 6D215B3E,Bedford Hilkiah DC974BAB nan nan,0
285.0,Cock,Christopher,F3E2C1D1,147,,"Cox, Cocks",,,1660,1696,,Mathematical Instrument Maker,,,,,,,,B1DFB24F,,,,,,,,,,,,,EB485A78,CB4409CA,,,,,,,,,,,,B1155DE3 (possibly),,,,,,,B1155DE3,,,,,,,,9BD25FEB; 2A054809; E3F73EF5; 97587E93,Cock Christopher F3E2C1D1 nan nan,0
286.0,Golding,Thomas,0DD1FBDC,,,,,,1660,,,Teacher,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golding Thomas 0DD1FBDC nan nan,0
287.0,Yates,Lewis,E6ED9226,,,,,1681,,,,Mathematician,Navigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yates Lewis E6ED9226 nan 1681,0
288.0,Towneley,Richard,EE2D6553,,,,,,1660,1705,,Mathematical instrument maker,Experimentalist,,,,,,30927975,,,,,,,,,,,,,,,,,,,,,,,30927975,,,,,,,,,,30927975; CD15AEF6; F876794F; 97587E93,,,,,FF0D3115; E3F73EF5,,,,,Towneley Richard EE2D6553 nan nan,0
289.0,Cunigham,Jacob,9DEF4A5C,153,,Cuningham,,,1661,,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cunigham Jacob 9DEF4A5C nan nan,0
290.0,Anderson,Robert,C49CB32A,,,,,1710,1661,,,Mathematical practitioner,Astronomer,,,,,,,,,,,,,,,,EAC9C746; 81A8E1DF,,,EAC9C746,,8352B776,,,,,,,,,,,,,,,,,,,,,,,D83543CE,,16C51BFA; 96E2C387,,,Anderson Robert C49CB32A nan 1710,0
291.0,Hooper,George,8E14A0B3,,,,1640,1727,,,,Diallist,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,2A054809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hooper George 8E14A0B3 1640 1727,0
292.0,Fromantil,John(?),7A00CAC4,,,,,,1662,1683,,Mathematical practitioner,,,,,,03695484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fromantil John(?) 7A00CAC4 nan nan,0
293.0,Hilton,William,3B87312E,,,,,,1662,,,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilton William 3B87312E nan nan,0
294.0,Speidell,Euclid,B9F9AF5C,,,,,,1662,1702,,Author,,,,,,,,,,,,,,,,,,,,,3E88C3B5; 535C2490; F0BE3A7C,,,,,,,,,,,,,,B215AE56,,,,,,,,,,2A054809,9F4A0E80,,,,Speidell Euclid B9F9AF5C nan nan,0
296.0,Dutton,Richard,24CDA736,152,,,,,1663 (?),1682,,Mathematical practitioner,diallist,,,,,,,,,,,,,,,,,,,,16C51BFA,,D226C5D0,,,,,,,,,,,,,,,,,,,,,,6D215B3E,,,,9BD25FEB,Dutton Richard 24CDA736 nan nan,0
297.0,Knibb,Samuel,4A017F0F,157,,,,1674,1663,,,Mathematical instrument maker,,,,,,08FE9AE2,,,,,,,,,,,E7468A32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E7468A32,Knibb Samuel 4A017F0F nan 1674,0
298.0,Smith,Philip,020275A5,156,,,,1683,1667,,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smith Philip 020275A5 nan 1683,0
299.0,Newton,Isaac,E3F73EF5,,,,1642,1727,,,,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D215B3E; 2C81056A,,,,,Newton Isaac E3F73EF5 1642 1727,0
300.0,Whitehead,Richard,FDF5B9F1,158,,,,,1663,1693,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whitehead Richard FDF5B9F1 nan nan,0
301.0,Beckmann,Martin,DE17754E,,,,,,1664,1694,,Engineer,Surveyor,,,,,,,,,,,,,,,,CABAE93C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beckmann Martin DE17754E nan nan,0
302.0,Coles,Christopher,DCE9E2E1,161,,,,,1664,,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coles Christopher DCE9E2E1 nan nan,0
303.0,Norwood,Matthew,D95A3FF4,,,,,,1664,1692,,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFF7406D,,,,,,,,,,,,,,,Norwood Matthew D95A3FF4 nan nan,0
304.0,Dodson,William,4DF2FB51,,,,,,1665,,,Engineer,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodson William 4DF2FB51 nan nan,0
305.0,Marke,John,E62F6379,45,,Markes,,,1665,1679,,Mathematical instrument maker,,,,,97587E93,08FE9AE2,,,,,,,,,,,,,,,,97587E93,,,,,,,,,9851054C,,,,,,,,,,,,,,6D215B3E; C6A0949E,,C49CB32A,,E7468A32; 9BD25FEB; 2A054809;,Marke John E62F6379 nan nan,31
306.0,Thacker,Robert,503534C7,,,Theaker,,1687,1665,,,Matematical Practitioner,Engraver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thacker Robert 503534C7 nan 1687,0
307.0,Culpeper,Edward,B8B5700C,,,,,,1666,,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Culpeper Edward B8B5700C nan nan,0
308.0,Gunman de Valle,Christopher,12194053,,,,,1682,1666,,,Surveyor,Hydrographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gunman de Valle Christopher 12194053 nan 1682,0
309.0,Lea,Philip,8AE5DB26,160,,,,,1666,1700,,Mathematical Instrument maker,Globe-maker,Cartographer,,,,,,,,,,,,69759764,,,,,,,,,,,8C15E125; D0CC574B; 5CC236F8; B5F1653D,,,,,,,,,,,,,,,,,,,,,,,,,Lea Philip 8AE5DB26 nan nan,0
310.0,Nash,John,A09C9071,159,,,,,1666,1689,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4D6F120,,,,Nash John A09C9071 nan nan,0
311.0,Nunnes,Thos,46119384,,,,,,1666,,,Surveyor,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nunnes Thos 46119384 nan nan,0
